Instructor,Sub,Crse,Sec,Day,Time,Room
wus,MAT,135,03,TR,09:30 am-10:45 am,SCIENC 132
pozdnyakovaz,MAT,135P,01,MWF,08:00 am-08:50 am,GODDAR 203
pozdnyakovaz,MAT,135P,01,M,09:00 am-09:50 am,GODDAR 203
coffeyk,MAT,135P,02,MWF,09:00 am-09:50 am,WEBB 112
coffeyk,MAT,135P,02,F,10:00 am-10:50 am,WEBB 112
allene,MAT,135P,03,TR,08:00 am-09:50 am,SCIENC 117
coffeyk,MAT,135P,04,MWF,02:00 pm-02:50 pm,SCIENC 137
coffeyk,MAT,135P,04,F,01:00 pm-01:50 pm,SCIENC 137
fisterk,MAT,135P,05,MW,04:00 pm-05:50 pm,SCIENC 132
gageoneam,MAT,135P,06,TR,02:00 pm-03:50 pm,SCIENC 114
gageoneam,MAT,135P,07,TR,04:00 pm-05:50 pm,SCIENC 117
brunellek,MAT,139P,01,MWF,09:00 am-09:50 am,WEBB 114
brunellek,MAT,139P,01,W,08:00 am-08:50 am,WEBB 114
johnsonp,MAT,139P,02,TR,04:00 pm-05:50 pm,SCIENC 132
jaross,MAT,140,01,M,04:00 pm-05:15 pm,SCIENC 238
jaross,MAT,140,01,W,04:00 pm-05:15 pm,SCIENC 137
oseibonsuk,MAT,155,01,MWF,09:00 am-09:50 am,SCIENC 116
oseibonsuk,MAT,155,01,M,10:00 am-10:50 am,SCIENC 116
laddj,MAT,155P,01,MWF,01:00 pm-01:50 pm,SCIENC 132
laddj,MAT,155P,01,MW,02:00 pm-02:50 pm,SCIENC 132
aidooa,MAT,155P,02,TR,09:30 am-10:45 am,SCIENC 114
aidooa,MAT,155P,02,W,10:00 am-11:50 am,SCIENC 116
larosec,MAT,216,01,MWF,02:00 pm-02:50 pm,SCIENC 234
larosec,MAT,216,02,MWF,01:00 pm-01:50 pm,SCIENC 234
pozdnyakovaz,MAT,216,03,MWF,11:00 am-11:50 am,SCIENC 234
dalek,MAT,216,04,TR,08:00 am-09:15 am,SCIENC 234
bussierej,MAT,216,05,TR,04:00 pm-05:15 pm,SCIENC 238
larosec,MAT,217,01,MWF,10:00 am-10:50 am,SCIENC 234
heenehanm,MAT,230,01,MWF,10:00 am-10:50 am,SCIENC 132
aidooa,MAT,230,02,TR,12:30 pm-01:45 pm,SCIENC 116
yankovc,MAT,243,01,MWF,09:00 am-09:50 am,SCIENC 114
yankovc,MAT,243,01,W,08:00 am-08:50 am,SCIENC 114
sarikhanikhoramim,MAT,243,02,M,01:00 pm-01:50 pm,SCIENC 137
sarikhanikhoramim,MAT,243,02,TR,11:00 am-12:15 pm,SCIENC 114
yankovc,MAT,243,03,MWF,11:00 am-11:50 am,SCIENC 114
yankovc,MAT,243,03,W,12:00 pm-12:50 pm,SCIENC 114
oseibonsuk,MAT,244,01,MWF,11:00 am-11:50 am,SCIENC 132
oseibonsuk,MAT,244,01,W,12:00 pm-12:50 pm,SCIENC 116
johnsonp,MAT,315,01,MWF,01:00 pm-01:50 pm,SCIENC 238
johnsonp,MAT,315,01,M,02:00 pm-02:50 pm,SCIENC 238
heenehanm,MAT,320,01,MWF,12:00 pm-12:50 pm,SCIENC 132
aidooa,MAT,340,01,TR,02:00 pm-03:15 pm,SCIENC 132
aidooa,MAT,340,01,W,02:00 pm-02:50 pm,SCIENC 238
wardk,MAT,341,01,MWF,09:00 am-09:50 am,SCIENC 132
larosec,MAT,343,01,MWF,11:00 am-11:50 am,SCIENC 238
sarikhanikhoramim,MAT,355,01,TR,12:30 pm-01:45 pm,SCIENC 114
johnsonp,MAT,362,01,TR,07:00 pm-08:15 pm,SCIENC 114
yankovc,MAT,421,01,MWF,10:00 am-10:50 am,SCIENC 114
sarikhanikhoramim,MAT,480,01, ,TBA,TBA
oseibonsuk,MAT,480,02, ,TBA,TBA
johnsonp,MAT,480,03, ,TBA,TBA
johnsonp,MAT,480,04, ,TBA,TBA
sarikhanikhoramim,MAT,490,01, ,TBA,TBA
sholesz,MSC,132,03,W,01:00 pm-01:50 pm,LIBRAR 266
sholesz,MSC,146,02,W,02:00 pm-04:00 pm,LIBRAR 266
thompsona,MSC,253,01,W,01:25 pm-03:25 pm,TBA
thompsona,MSC,253,01,F,01:00 pm-05:00 pm,TBA
balought,MUS,100,01,MWF,08:00 am-08:50 am,FAIC 110
balought,MUS,100,02,MWF,09:00 am-09:50 am,FAIC 110
bellesd,MUS,103,01,MW,05:30 pm-06:45 pm,FAIC 110
watkinsk,MUS,107,01,W,07:00 pm-09:30 pm,FAIC 108
d'aleoj,MUS,107,01,W,07:00 pm-09:30 pm,FAIC 108
bellesd,MUS,113,01,WF,03:00 pm-03:50 pm,FAIC 110
calissij,MUS,113,02,F,03:30 pm-04:50 pm,FAIC 108
cornicelloa,MUS,113,03,M,04:00 pm-05:30 pm,FAIC 108
riggse,MUS,113,04,R,05:30 pm-06:45 pm,FAIC 108
ballenad,MUS,113,05,T,07:00 pm-08:20 pm,FAIC 110
o'nealf,MUS,113,06,M,03:00 pm-03:50 pm,FAIC 108
delaneye,MUS,113,08,R,12:30 pm-01:45 pm,FAIC 110
calissir,MUS,114,01,TR,09:30 am-10:45 am,FAIC 212
calissir,MUS,114,02,TR,11:00 am-12:15 pm,FAIC 212
ballenad,MUS,114,03,MWF,10:00 am-10:50 am,FAIC 212
ballenad,MUS,114,04,MWF,11:00 am-11:50 am,FAIC 212
delaneye,MUS,118,01,TR,02:00 pm-03:15 pm,FAIC 108
calissij,MUS,120,01,TR,02:00 pm-03:15 pm,FAIC 110
o'nealf,MUS,160,01,MWF,02:00 pm-02:50 pm,FAIC 307
cornicelloa,MUS,205,01,MWF,11:00 am-11:50 am,FAIC 108
hwango,MUS,214,01,MWF,09:00 am-09:50 am,FAIC 212
calissij,MUS,215,01,W,10:00 am-10:50 am,FAIC 108
calissij,MUS,215,02,F,10:00 am-10:50 am,FAIC 108
calissij,MUS,234,01,MWF,11:00 am-11:50 am,FAIC 305
cochrant,MUS,236,01,TR,09:30 am-10:45 am,FAIC 108
echolsc,MUS,250,01,TR,11:00 am-12:15 pm,FAIC 243
echolsc,MUS,250,02,TR,12:30 pm-01:45 pm,FAIC 243
hwango,MUS,330,01,MWF,11:00 am-11:50 am,FAIC 307
tonera,MUS,356,09, ,TBA,TBA
delaneye,MUS,356,12, ,TBA,TBA
cornicelloa,MUS,356,16, ,TBA,TBA
calissij,MUS,356,20, ,TBA,TBA
calissir,MUS,356,21, ,TBA,TBA
hwango,MUS,356,22, ,TBA,TBA
thomasj,MUS,356,24, ,TBA,TBA
washburns,MUS,356,31, ,TBA,TBA
washburns,MUS,356,32, ,TBA,TBA
riggse,MUS,356,33, ,TBA,TBA
ballenad,MUS,356,39, ,TBA,TBA
ballenad,MUS,356,40, ,TBA,TBA
bronsonm,MUS,356,41, ,TBA,TBA
cornicelloa,MUS,372,01,MWF,01:00 pm-01:50 pm,FAIC 243
riggse,MUS,395,01, ,TBA,TBA
hwango,MUS,395,02, ,TBA,TBA
delaneye,MUS,395,03, ,TBA,TBA
delaneye,MUS,456,12, ,TBA,TBA
hwango,MUS,456,22, ,TBA,TBA
riggse,MUS,456,34, ,TBA,TBA
cochrant,MUS,480,01, ,TBA,TBA
bellesd,MUS,480,02, ,TBA,TBA
calissij,MUS,480,03, ,TBA,TBA
riggse,MUS,480,04, ,TBA,TBA
cochrant,MUS,480,05, ,TBA,TBA
calissij,MUS,480,06, ,TBA,TBA
bellesd,MUS,480,07, ,TBA,TBA
bellesd,MUS,480,08, ,TBA,TBA
drewryc,NSE,300,01, ,TBA,TBA
dotsont,NUR,205,01,TR,04:00 pm-05:15 pm,GODDAR 117
dotsont,NUR,205,02,TR,02:00 pm-03:15 pm,GODDAR 117
cotea,NUR,372,01,MW,09:00 am-10:30 am,GODDAR 117
cotea,NUR,403,01,WF,11:00 am-12:30 pm,SCIENC 137
nadeauc,NUR,424,01,MW,04:00 pm-05:15 pm,GODDAR 117
blainj,NUR,424,01A, ,TBA,TBA
geers,NUR,424,01B, ,TBA,TBA
mooneym,NUR,424,01C, ,TBA,TBA
goyettel,NUR,424,01D, ,TBA,TBA
schallerj,OSC,260,01,TR,11:00 am-12:15 pm,WEBB 212
wraym,OSC,260,02,T,04:00 pm-06:45 pm,COMBLD 201
pakdilf,OSC,260,03,MWF,08:00 am-08:50 am,COMBLD 201
schallerj,OSC,360,01,TR,02:00 pm-03:15 pm,WEBB 307
bachiochip,ORG,696,01, ,TBA,TBA
dexterr,ORG,696,02, ,TBA,TBA
vob,ORG,696,03, ,TBA,TBA
ohn,ORG,696,04, ,TBA,TBA
rukgaberm,PHI,120,01,MWF,02:00 pm-02:50 pm,LIBRAR 436
verrastron,PHI,120,02,MWF,11:00 am-11:50 am,LIBRAR 436
swiftp,PHI,210,01,TR,09:30 am-10:45 am,FAIC 115
stockerk,PHI,215,01,MWF,09:00 am-09:50 am,WEBB 214
slutskyd,PHI,220,01,MW,04:00 pm-05:15 pm,GODDAR 223
rukgaberm,PHI,330,01,TR,11:00 am-12:15 pm,GODDAR 202
swiftp,PHI,340,01,TR,02:00 pm-03:15 pm,LIBRAR 436
verrastron,PHI,365,01X,TR,04:00 pm-05:15 pm,GODDAR 201
stockerk,PHI,480,01, ,TBA,TBA
stockerk,PHI,480,02, ,TBA,TBA
krassasn,PHI,480,03, ,TBA,TBA
mendoza-botelhom,PHI,498,01, ,TBA,TBA
pazametaz,PHS,105,01,TR,02:00 pm-03:15 pm,SCIENC 431
pazametaz,PHY,205,01,TR,12:30 pm-01:45 pm,SCIENC 431
pazametaz,PHY,205,01A,M,02:00 pm-03:50 pm,SCIENC 403
kerrm,PHY,205,01B,R,02:00 pm-03:50 pm,SCIENC 403
eastonw,PSC,100,01,MWF,09:00 am-09:50 am,WEBB 110
brosciousc,PSC,201,01,TR,09:30 am-10:45 am,WEBB 113
brosciousc,PSC,201,02,TR,12:30 pm-01:45 pm,WEBB 113
mendoza-botelhom,PSC,208,01,TR,09:30 am-10:45 am,WEBB 212
mendoza-botelhom,PSC,208,02,TR,02:00 pm-03:15 pm,SCIENC 116
garciam,PSC,211,01,MWF,11:00 am-11:50 am,SCIENC 117
swetzoffs,PSC,217,01,TR,12:30 pm-01:45 pm,LIBRAR 436
eastonw,PSC,300,01,TR,12:30 pm-01:45 pm,WEBB 112
swetzoffs,PSC,310,01,TR,02:00 pm-03:15 pm,SCIENC 117
krassasn,PSC,325,01,MWF,11:00 am-11:50 am,WEBB 210
garciam,PSC,350,01,TR,11:00 am-12:15 pm,WEBB 113
verrastron,PSC,365,01X,TR,04:00 pm-05:15 pm,GODDAR 201
krassasn,PSC,400,01,MWF,01:00 pm-01:50 pm,WEBB 115
mendoza-botelhom,PSC,460,01,T,04:00 pm-06:45 pm,WEBB 115
krassasn,PSC,480,01, ,TBA,TBA
mendoza-botelhom,PSC,480,02, ,TBA,TBA
krassasn,PSC,495,01V, ,TBA,TBA
mendoza-botelhom,PSC,498,01, ,TBA,TBA
salters-pedneaultk,PSY,100,01,MWF,10:00 am-10:50 am,WEBB 110
salters-pedneaultk,PSY,100,02,MWF,11:00 am-11:50 am,WEBB 110
hallm,PSY,100,03,TR,04:00 pm-05:15 pm,WEBB 317
dillerj,PSY,101,01,M,09:00 am-09:50 am,WEBB 216
krebsc,PSY,101,02,R,12:30 pm-01:20 pm,SCIENC 117
fugerem,PSY,202,01,MWF,09:00 am-09:50 am,WEBB 317
fugerem,PSY,202,02,MWF,10:00 am-10:50 am,WEBB 317
christopherm,PSY,203,01,W,04:00 pm-06:45 pm,SCIENC 116
krebsc,PSY,205,01,MWF,09:00 am-09:50 am,WEBB 212
krebsc,PSY,205,02,MWF,10:00 am-10:50 am,WEBB 212
tarriconed,PSY,206,01,MW,05:30 pm-06:45 pm,WEBB 214
vasquez-o'brient,PSY,206,02,TR,09:30 am-10:45 am,WEBB 216
fultons,PSY,206,03,TR,05:30 pm-06:45 pm,WEBB 317
leszczynskij,PSY,210,01,MWF,11:00 am-11:50 am,WEBB 216
keyesm,PSY,212,01,MWF,02:00 pm-02:50 pm,COMBLD 108
keyesm,PSY,212,02,MWF,11:00 am-11:50 am,COMBLD 108
cousinsa,PSY,227,01,MWF,08:00 am-09:10 am,WEBB 314
koleks,PSY,227,02,TR,08:00 am-09:50 am,WEBB 314
koleks,PSY,227,03,TR,11:00 am-12:50 pm,WEBB 314
krebsc,PSY,246,01,MWF,11:00 am-11:50 am,WEBB 314
keyesm,PSY,247,01,MWF,12:00 pm-01:10 pm,WEBB 314
girasolia,PSY,247,02,MW,07:00 pm-08:50 pm,WEBB 314
koleks,PSY,247,03,TR,02:00 pm-03:50 pm,WEBB 314
leep,PSY,302,01,TR,11:00 am-12:15 pm,WEBB 317
leep,PSY,302,02,TR,12:30 pm-01:45 pm,WEBB 317
bachiochip,PSY,303,01,TR,11:00 am-12:15 pm,WEBB 315
bachiochip,PSY,305,01,TR,02:00 pm-03:15 pm,WEBB 216
lanagan-leitzell,PSY,306,01,MWF,11:00 am-11:50 am,WEBB 315
leszczynskij,PSY,314,01,MWF,08:00 am-08:50 am,WEBB 315
leszczynskij,PSY,314,02,MWF,09:00 am-09:50 am,WEBB 315
cousinsa,PSY,315,01X,MWF,12:00 pm-12:50 pm,WEBB 317
lanagan-leitzell,PSY,318,01,MWF,12:00 pm-12:50 pm,WEBB 315
cousinsa,PSY,319,01,MWF,01:00 pm-01:50 pm,WEBB 317
bachiochip,PSY,327,01,MW,04:00 pm-05:15 pm,WEBB 206
bachiochip,PSY,327,01, ,TBA,TBA
vasquez-o'brient,PSY,327,02,TR,04:00 pm-05:15 pm,WEBB 314
vasquez-o'brient,PSY,327,02, ,TBA,TBA
sciscoj,PSY,327,03,TR,09:30 am-10:45 am,SCIENC 234
sciscoj,PSY,327,03, ,TBA,TBA
cousinsa,PSY,390,01,W,10:00 am-10:50 am,WEBB 407
krebsc,PSY,390,02,M,02:00 pm-02:50 pm,SCIENC 115
krebsc,PSY,407,01,MWF,01:00 pm-01:50 pm,WEBB 216
cordonl,PSY,409,01,TR,08:00 am-09:15 am,WEBB 313
cordonl,PSY,409,02,TR,09:30 am-10:45 am,WEBB 313
leep,PSY,410,01,TR,04:00 pm-05:15 pm,WEBB 315
dillerj,PSY,417,01,MWF,08:00 am-08:50 am,WEBB 216
sciscoj,PSY,418,01,TR,02:00 pm-03:15 pm,WEBB 214
cordonl,PSY,419,01,TR,12:30 pm-01:45 pm,WEBB 313
cordonl,PSY,419,02,TR,02:00 pm-03:15 pm,WEBB 313
vasquez-o'brient,PSY,434,01,TR,12:30 pm-01:45 pm,WEBB 216
leszczynskij,PSY,435,01,MWF,12:00 pm-12:50 pm,WEBB 216
salters-pedneaultk,PSY,450,01,MWF,02:00 pm-02:50 pm,WEBB 213
sciscoj,PSY,460,01,TR,11:00 am-12:15 pm,WEBB 112
leszczynskij,PSY,471,01,M,10:00 am-10:50 am,WEBB 216
vasquez-o'brient,PSY,471,01,M,10:00 am-10:50 am,WEBB 216
dillerj,PSY,480,01, ,TBA,TBA
bachiochip,PSY,480,02, ,TBA,TBA
bachiochip,PSY,480,03, ,TBA,TBA
lanagan-leitzell,PSY,480,04, ,TBA,TBA
koleks,PSY,480,05, ,TBA,TBA
bachiochip,PSY,480,06, ,TBA,TBA
cordonl,PSY,480,07, ,TBA,TBA
keyesm,PSY,490,01, ,TBA,TBA
sciscoj,PSY,490,02, ,TBA,TBA
leszczynskij,PSY,490,03, ,TBA,TBA
leep,PSY,490,04, ,TBA,TBA
bachiochip,PSY,490,06, ,TBA,TBA
salters-pedneaultk,PSY,490,07, ,TBA,TBA
krebsc,PSY,490,08, ,TBA,TBA
koleks,PSY,490,09, ,TBA,TBA
fugerem,PSY,490,10, ,TBA,TBA
cousinsa,PSY,490,11, ,TBA,TBA
leszczynskij,PSY,491,01, ,TBA,TBA
sciscoj,PSY,491,02, ,TBA,TBA
leszczynskij,PSY,491,03, ,TBA,TBA
dillerj,PSY,491,04, ,TBA,TBA
salters-pedneaultk,PSY,491,05, ,TBA,TBA
lanagan-leitzell,PSY,491,06, ,TBA,TBA
koleks,PSY,491,07, ,TBA,TBA
koleks,PSY,491,08, ,TBA,TBA
sciscoj,PSY,491,09, ,TBA,TBA
koleks,PSY,491,10, ,TBA,TBA
leep,PSY,491,11, ,TBA,TBA
cousinsa,PSY,491,12, ,TBA,TBA
fugerem,PSY,491,13, ,TBA,TBA
krebsc,PSY,491,14, ,TBA,TBA
vasquez-o'brient,PSY,491,15, ,TBA,TBA
leep,PSY,496,01V,M,04:00 pm-04:50 pm,WEBB 115
salters-pedneaultk,PSY,496,02V,F,09:00 am-09:50 am,WEBB 115
bachiochip,PSY,497,01, ,TBA,TBA
walterss,PBH,206,01,MWF,11:00 am-11:50 am,GODDAR 201
carrolls,PBH,209,01X,M,04:00 pm-06:45 pm,GODDAR 216
clementss,PBH,209,02X,TR,04:00 pm-05:15 pm,GODDAR 208
serranom,PBH,228,01,TR,12:30 pm-01:45 pm,GODDAR 223
serranom,PBH,228,02,TR,04:00 pm-05:15 pm,GODDAR 202
cowlese,PBH,301,01X,T,04:00 pm-06:45 pm,SCIENC 116
murdochb,PBH,302,01X,T,09:30 am-11:20 am,SCIENC 341
murdochb,PBH,302,02X,T,12:30 pm-02:20 pm,SCIENC 341
walterss,PBH,330,01,MWF,10:00 am-10:50 am,GODDAR 208
carrolls,PBH,350,01,TR,11:00 am-12:15 pm,GODDAR 223
blancaflors,PBH,440,01,TR,02:00 pm-03:15 pm,GODDAR 208
carrolls,PBH,494,01, ,TBA,TBA
carrolls,PBH,494,02, ,TBA,TBA
carrolls,PBH,494,03, ,TBA,TBA
walterss,PBH,494,04, ,TBA,TBA
trubeyp,SWK,200,01,R,12:30 pm-03:15 pm,SCIENC 137
nightingales,SWK,300,01,R,12:30 pm-03:15 pm,WEBB 213
stantonm,SWK,300,02,T,12:30 pm-03:15 pm,WEBB 215
stantonm,SWK,312,01,R,12:30 pm-03:15 pm,WEBB 215
rodriguezd,SWK,312,02,T,12:30 pm-03:15 pm,SCIENC 137
rodriguezd,SWK,320,01,T,08:00 am-10:45 am,WEBB 114
matthews-armsteade,SWK,320,02,T,08:00 am-10:45 am,WEBB 215
stantonm,SWK,333,01,R,08:00 am-10:45 am,WEBB 215
stantonm,SWK,333,01,R,11:00 am-11:50 am,WEBB 206
nightingales,SWK,333,02,R,08:00 am-10:45 am,WEBB 213
nightingales,SWK,333,02,R,11:00 am-11:50 am,SCIENC 234
rijsj,SWK,360,01,T,04:00 pm-06:45 pm,LIBRAR 436
nightingales,SWK,420,01,T,08:00 am-10:45 am,WEBB 213
keaned,SWK,420,02,T,04:00 pm-06:45 pm,WEBB 112
matthews-armsteade,SWK,450,01,T,12:30 pm-03:15 pm,WEBB 213
lewisj,SWK,450,02,T,12:30 pm-03:15 pm,GODDAR 202
pimentalc,SWK,450,03,T,12:30 pm-03:15 pm,GODDAR 204
nightingales,SWK,480,01, ,TBA,TBA
stantonm,SWK,480,02, ,TBA,TBA
stantonm,SWK,480,03, ,TBA,TBA
stantonm,SWK,480,04, ,TBA,TBA
simonn,SOC,100,01,TR,02:00 pm-03:15 pm,WEBB 317
babars,SOC,100,02,MWF,11:00 am-11:50 am,WEBB 212
babars,SOC,100,03,MWF,12:00 pm-12:50 pm,WEBB 212
mccartyg,SOC,100,04,MWF,09:00 am-09:50 am,GODDAR 216
mccartyg,SOC,100,05,MWF,10:00 am-10:50 am,GODDAR 216
breslind,SOC,100,06,TR,04:00 pm-05:15 pm,WEBB 313
simonn,SOC,201,01,W,09:00 am-09:50 am,WEBB 216
azzaroe,SOC,220,01,T,07:00 pm-09:45 pm,WEBB 214
burnsn,SOC,240,01X,TR,11:00 am-12:15 pm,WEBB 313
breslind,SOC,250,01,TR,02:00 pm-03:15 pm,COMBLD 109
simonn,SOC,300,01,TR,09:30 am-10:45 am,WEBB 210
severancet,SOC,307,01,MWF,09:00 am-09:50 am,WEBB 313
westberryb,SOC,310,01X,M,07:00 pm-09:45 pm,SCIENC 116
parsonsn,SOC,311,01,TR,09:30 am-10:45 am,WEBB 214
westberryb,SOC,318,01,M,04:00 pm-06:45 pm,SCIENC 116
azzaroe,SOC,325,01,M,07:00 pm-09:45 pm,WEBB 313
browns,SOC,346,01,R,04:00 pm-06:45 pm,SCIENC 116
kurtim,SOC,350,01,TR,02:00 pm-03:50 pm,GODDAR 223
kurtim,SOC,350,02,TR,11:00 am-12:50 pm,WEBB 114
parsonsn,SOC,351,01,TR,11:00 am-12:50 pm,WEBB 307
parsonsn,SOC,351,02,TR,02:00 pm-03:50 pm,SCIENC 115
simonn,SOC,400,01,TR,11:00 am-12:50 pm,WEBB 210
simonn,SOC,480,01, ,TBA,TBA
pestar,SOC,480,02, ,TBA,TBA
lugow,SOC,480,03, ,TBA,TBA
simonn,SOC,480,04, ,TBA,TBA
lugow,SOC,480,05, ,TBA,TBA
simonn,SOC,490,01, ,TBA,TBA
simonn,SOC,490,02, ,TBA,TBA
simonn,SOC,491,01, ,TBA,TBA
simonn,SOC,491,02, ,TBA,TBA
simonn,SOC,492,01, ,TBA,TBA
parsonsn,SOC,492,02, ,TBA,TBA
simonn,SOC,492,03, ,TBA,TBA
simonn,SOC,493,01, ,TBA,TBA
simonn,SOC,493,02, ,TBA,TBA
vijayasekarj,SPA,111,01,MWF,11:00 am-11:50 am,WEBB 112
pareram,SPA,111,02,MWF,09:00 am-09:50 am,SCIENC 134
jendrewskir,SPA,111,03,MW,05:30 pm-06:45 pm,SCIENC 134
armstrongn,SPA,211,01,MWF,10:00 am-10:50 am,WEBB 114
erik-soussia,SPA,219,01X,M,04:00 pm-06:45 pm,WEBB 112
pareram,SPA,311,01,MWF,12:00 pm-12:50 pm,GODDAR 201
penaaliceag,SPA,404,01,TR,11:00 am-12:15 pm,SPORT 219
armstrongn,SPA,490,01, ,TBA,TBA
chank,SPA,492,01, ,TBA,TBA
chank,SPA,492,02, ,TBA,TBA
chank,SPA,492,03, ,TBA,TBA
vijayasekarj,SPA,492,04, ,TBA,TBA
cobbj,THE,174,01,TR,09:30 am-10:45 am,FAIC 219
sokolovskayaa,THE,226,01, ,TBA,TBA
wadeckij,THE,227,01, ,TBA,TBA
morgank,THE,227,02, ,TBA,TBA
wellesr,THE,227,03, ,TBA,TBA
wellesr,THE,227,06, ,TBA,TBA
sokolovskayaa,THE,227,07, ,TBA,TBA
pellegrinid,THE,228,01, ,TBA,TBA
bright-hollanda,THE,228,02, ,TBA,TBA
pellegrinid,THE,265,01,TR,11:00 am-12:50 pm,FAIC 115
cobbj,THE,272,01,TR,02:00 pm-03:15 pm,FAIC 215
golebiewskit,THE,276,01,TR,04:00 pm-05:15 pm,FAIC 118
golebiewskit,THE,277,01,M,04:00 pm-06:45 pm,WEBB 314
sokolovskayaa,THE,278,01,TR,04:00 pm-05:15 pm,FAIC 251
sokolovskayaa,THE,279,01,TR,12:30 pm-01:45 pm,COMBLD 109
o'brienm,THE,280,01,TR,09:30 am-10:45 am,FAIC 117
o'brienm,THE,280,01,TR,09:30 am-10:45 am,FAIC 243
houldcroftt,THE,281,01,W,04:00 pm-06:45 pm,FAIC 243
floodr,THE,308,01X,M,04:00 pm-06:45 pm,FAIC 115
cobbj,THE,365,01,TR,12:30 pm-01:45 pm,FAIC 219
bright-hollanda,THE,474,01,TR,04:00 pm-05:15 pm,FAIC 219
sokolovskayaa,THE,475,01, ,TBA,TBA
bright-hollanda,THE,475,01, ,TBA,TBA
cobbj,THE,475,01, ,TBA,TBA
cobbj,THE,480,01, ,TBA,TBA
morgank,THE,480,02, ,TBA,TBA
cobbj,THE,480,03, ,TBA,TBA
morgank,THE,480,04, ,TBA,TBA
golebiewskit,THE,480,05, ,TBA,TBA
floodr,THE,480,06, ,TBA,TBA
pellegrinid,THE,480,07, ,TBA,TBA
pellegrinid,THE,480,08, ,TBA,TBA
sokolovskayaa,THE,480,09, ,TBA,TBA
golebiewskit,THE,480,10, ,TBA,TBA
golebiewskit,THE,481,01, ,TBA,TBA
morgank,THE,495,01, ,TBA,TBA
burnsn,WST,240,01X,TR,11:00 am-12:15 pm,WEBB 313
abbatemarcoa,WST,260,01X,TR,12:30 pm-01:45 pm,GODDAR 208
abbatemarcoa,WST,260,02X,TR,11:00 am-12:15 pm,GODDAR 208
rochonr,WST,260,03X,MWF,09:00 am-09:50 am,WEBB 113
westberryb,WST,310,01X,M,07:00 pm-09:45 pm,SCIENC 116
cousinsa,WST,315,01X,MWF,12:00 pm-12:50 pm,WEBB 317
nightingales,WST,490,01, ,TBA,TBA
